Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Tranco,Page Rank,Majestic,Umbrella,Overall Score,Performance,Accessibility,SEO,Best Practices,Telephones,Emails,X,Twitter,TikTok,Threads,Facebook,LinkedIn,Google,Pinterest,GitHub,Instagram,Vk,Vimeo,YouTube,People,Verified Profiles,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
brainerddispatch.com,brainerddispatch.com,$2000,,0.0,0.0,0,Forum Communications Co,Technology And Computing,13668.0,26738,31047,218119,,,,,,ph:+1-218-829-4705;+1-800-922-4917;+1-800-432-3703;+1-701-451-5633;+1-701-241-5509;+1-866-910-9009;+1-701-451-5628;+1-833-248-7801,memberservices@brainerddispatch.com;newstips@brainerddispatch.com;mypaper@brainerddispatch.com;matt.erickson@brainerddispatch.com;renee.richardson@brainerddispatch.com;chelsey.perkins@brainerddispatch.com;theresa.bourke@brainerddispatch.com;delynn.howard@brainerddispatch.com;kelly.humphrey@brainerddispatch.com;steve.kohls@brainerddispatch.com;jennifer.kraus@brainerddispatch.com;frank.lee@brainerddispatch.com;legals@brainerddispatch.com;obits@brainerddispatch.com;advertising@brainerddispatch.com;tim.speier@brainerddispatch.com,,,,,facebook.com/brainerddispatch,,,,,,,,,N/A - Other - n/a@brainerddispatch.com; N/A - Marketing - n/a@brainerddispatch.com; N/A - Sales - n/a@brainerddispatch.com; N/A - Director - n/a@brainerddispatch.com; N/A - Manager - n/a@brainerddispatch.com,,Brainerd,MN,56401,US,2018-02-16,2023-11-25,2000-05-09,2024-01-06,,Top 50m,Top 500k,-,-
101cookbooks.com,101cookbooks.com,$500,$64232,100000.0,0.0,0,101 Cookbooks,Food And Drink,13677.0,412212,17192,97400,,,,,,ph:,,,twitter.com/101cookbooks,,,facebook.com/101cookbooks,,,,,,,,,,,,,,,2017-04-03,2023-12-24,2004-04-13,2023-12-31,,Top 500k,Top 200k,-,-
keengamer.com,keengamer.com,$500,,10000.0,0.0,0,KeenGamer s.r.o,Technology And Computing,13683.0,413448,188253,172926,,,,,,ph:,games@keengamer.com;conditions@keengamer.com;jobs@keengamer.com;support@keengamer.com;info@keengamer.com,,twitter.com/keengamercom,,,facebook.com/keengamer,,,pinterest.com/keengamer,,instagram.com/keengamer,,,,,,Ashland,KY,41102,US,2018-11-12,2023-12-31,2010-05-11,2023-12-31,,Top 500k,Top 500k,-,-
treasurenet.com,treasurenet.com,$100,$356653,0.0,0.0,0,www.treasurenet.com,Finance,13691.0,47562,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,N/A - Other - noemail,,Crescent City,CA,95531,US,2019-07-15,2023-12-31,2004-10-15,2024-01-02,,Top 500k,Top 200k,-,California CCPA
charlotteobserver.com,charlotteobserver.com,$5000,,0.0,0.0,0,CharlotteObserver.com Inc,Sports,13704.0,7302,2055,18053,,,,,,ph:+1-202-383-0010;+1-704-358-5088;+1-919-829-4727;+1-800-778-7879,acaulkins@charlotteobserver.com;rthames@charlotteobserver.com;ccarpenter@charlotteobserver.com;tbatten@charlotteobserver.com;kmirt@charlotteobserver.com;jsiner@charlotteobserver.com;jutter@charlotteobserver.com;dscott@charlotteobserver.com;elyportillo@charlotteobserver.com;slyttle@charlotteobserver.com;bhenderson@charlotteobserver.com;kpurvis@charlotteobserver.com;rbonnell@charlotteobserver.com;kgarloch@charlotteobserver.com;tsorensen@charlotteobserver.com;jmorrill@charlotteobserver.com;sfowler@charlotteobserver.com;gwright@charlotteobserver.com;mgordon@charlotteobserver.com;dlaird@charlotteobserver.com;dhinshaw@charlotteobserver.com;subscribe@charlotteobserver.com;tsumlin@charlotteobserver.com;online@charlotteobserver.com;lwertz@charlotteobserver.com;jperson@charlotteobserver.com;jsimmons@charlotteobserver.com;mwalsh@charlotteobserver.com;dtfoster@charlotteobserver.com;bmarks@charlotteobserver.com;schisenhall@charlotteobserver.com;bheller@charlotteobserver.com;lsmith@charlotteobserver.com;pweber@charlotteobserver.com;drgordon@charlotteobserver.com;jlancaster@charlotteobserver.com;abbell@charlotteobserver.com;kperalta@charlotteobserver.com;deroberts@charlotteobserver.com;ccope@charlotteobserver.com;efrazier@charlotteobserver.com;pstonge@charlotteobserver.com;ksiers@charlotteobserver.com;nwebb@charlotteobserver.com;hschwab@charlotteobserver.com;cbolling@charlotteobserver.com;tfunk@charlotteobserver.com;tjanes@charlotteobserver.com;dpowell@charlotteobserver.com;gschwab@charlotteobserver.com;rglassberg@charlotteobserver.com;jpope@charlotteobserver.com;dmiller@charlotteobserver.com;kpetiford@charlotteobserver.com;aalexander@charlotteobserver.com;ahelms@charlotteobserver.com;frkelly@charlotteobserver.com;jwester@charlotteobserver.com;jmarusak@charlotteobserver.com;goff@charlotteobserver.com;msprice@charlotteobserver.com;lvsmith@charlotteobserver.com;ktoussaint@charlotteobserver.com;dfoster@charlotteobserver.com;lib@charlotteobserver.com;mpersinger@charlotteobserver.com;hpickett@charlotteobserver.com;jrodrigue@charlotteobserver.com;mreader@charlotteobserver.com;jmmoore@charlotteobserver.com;dchemtob@charlotteobserver.com,,twitter.com/findnsave,,,facebook.com/thecharlotteobserver,,,pinterest.com/findnsave,,,,,,N/A - Director - n/a@charlotteobserver.com; N/A - Manager - n/a@charlotteobserver.com; N/A - President - n/a@charlotteobserver.com,,Charlotte,NC,28202,US,2017-04-08,2023-12-24,2008-09-30,2024-01-06,,Top 50m,Top 50k,-,-
omnivorescookbook.com,omnivorescookbook.com,$500,,1000.0,0.0,0,,Food And Drink,13712.0,410240,115588,108090,,,,,,ph:,,,twitter.com/omnivorcookbook,,,facebook.com/omnivorescookbook,,,pinterest.com/omnivorcookbook,,instagram.com/omnivorescookbook,,,youtube.com/user/omnivorescookbook,,,Beacon,NY,12508,US,2016-03-09,2023-11-03,2013-08-14,2023-12-31,,Top 500k,Top 200k,-,-
godairyfree.org,godairyfree.org,$250,,20000.0,0.0,0,Go Dairy Free,Food And Drink,13732.0,409561,62238,171965,,,,,,ph:,,,twitter.com/godairyfree,,,facebook.com/godairyfree,,,pinterest.com/godairyfree,,instagram.com/godairyfree,,,youtube.com/user/godairyfree,N/A - Founder - noemail,,,,,,2018-08-07,2023-11-03,2005-10-23,2024-01-04,,Top 500k,Top 500k,-,-
realwaystoearnmoneyonline.com,realwaystoearnmoneyonline.com,$500,$162542,5000.0,0.0,0,RWTE  LLC,Careers,13737.0,457765,193301,Outside Top 1m,,,,,,ph:,anna@realwaystoearnmoneyonline.com,,twitter.com/realwaystoearn,,,facebook.com/realwaystoearn,,,pinterest.com/realwaystoearn,,instagram.com/realwaystoearn,,,,,,,,,,2016-07-06,2023-12-03,2010-11-16,2023-12-31,,Top 1m,-,-,-
mooglyblog.com,mooglyblog.com,$250,,10000.0,0.0,0,Moogly,Health And Fitness,13756.0,503493,141353,Outside Top 1m,,,,,,ph:,tamarakelly@mooglyblog.com;amarakelly@mooglyblog.com;lly@mooglyblog.com;akelly@mooglyblog.com;marakelly@mooglyblog.com,,twitter.com/mooglyblog,tiktok.com/@mooglyblog,,facebook.com/mooglystore,,,pinterest.com/moogly,,instagram.com/mooglyblog,,,youtube.com/user/mooglyblog,N/A - Marketing - n/a@mooglyblog.com,,,,,,2016-04-27,2023-12-20,2007-11-09,2024-01-05,,Top 500k,Top 500k,-,-
candlepowerforums.com,candlepowerforums.com,$250,$140377,0.0,0.0,0,,Hobbies And Interests,13759.0,399150,39758,280437,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2021-10-02,2023-11-03,2000-12-11,2023-12-31,,Top 500k,Top 200k,-,-
lewrockwell.com,lewrockwell.com,$2000,,0.0,0.0,0,LewRockwell.com,Business And Industrial,13796.0,17183,6438,119066,,,,,,ph:,lew@lewrockwell.com,,,,,facebook.com/lewrockwell,,,,,,,,,,,Auburn,AL,36831,US,2021-07-02,2023-12-24,2002-01-20,2024-01-08,Shopify,Top 50m,Top 200k,-,-
otcmarkets.com,otcmarkets.com,$2000,,20000.0,0.0,0,OTC Markets Group Inc,Business And Industrial,13820.0,403283,19103,108114,,,,,,ph:+1-212-896-4428;+1-212-896-4400,saskia@otcmarkets.com;media@otcmarkets.com,,twitter.com/otcmarkets,,,facebook.com/otcmarkets,,,,,,,,youtube.com/user/otcmarketstv,N/A - Other - n/a@otcmarkets.com; N/A - Director - n/a@otcmarkets.com; N/A - President - n/a@otcmarkets.com,,New York City,NY,,US,2021-07-27,2023-12-20,2005-07-30,2024-01-06,,Top 50m,Top 50k,-,-
spiceography.com,spiceography.com,$250,,250.0,0.0,0,SPICEography,Food And Drink,13826.0,449375,380171,Outside Top 1m,,,,,,ph:,,,twitter.com/spiceography,,,facebook.com/spiceography,,,pinterest.com/spiceography,,,,,,N/A - Founder - noemail,,,,,,2016-07-13,2023-12-31,2015-11-10,2023-12-31,,Top 5m,Top 500k,-,-
theshadowleague.com,theshadowleague.com,$250,,10000.0,0.0,0,The Shadow League,Sports,13827.0,421097,101929,Outside Top 1m,,,,,,ph:+1-212-886-9619,yussuf@theshadowleague.com;info@theshadowleague.com,,twitter.com/shadowleague,,,facebook.com/theshadowleague.tsl,,,,,instagram.com/theshadowleague,,,youtube.com/user/shadowleaguechannel,N/A - Sales - noemail; N/A - President - noemail; N/A - Founder - noemail,,New York City,NY,10016,US,2018-05-20,2023-12-20,2012-11-22,2023-12-31,,Top 5m,-,-,-
timesofsandiego.com,timesofsandiego.com,$2000,,2000.0,0.0,0,Times of San Diego,Art And Entertainment,13828.0,416055,15532,269134,,,,,,ph:+1-858-888-5567;+1-858-369-0366,advertising@timesofsandiego.com;news@timesofsandiego.com;info@timesofsandiego.com,,twitter.com/timesofsandiego,,,facebook.com/timesofsandiego,linkedin.com/company/times-of-san-diego,,,,instagram.com/timesofsandiego,,,,N/A - Support - noemail; N/A - Director - noemail; N/A - Board - noemail; N/A - President - noemail; N/A - Founder - noemail,,Del Mar,CA,92014,US,2020-04-29,2023-12-28,2014-04-09,2023-12-31,,Top 50m,Top 200k,-,California CCPA
techguy.org,techguy.org,$500,$360766,0.0,0.0,0,TechGuy Inc,Technology And Computing,13903.0,38826,36572,Outside Top 1m,,,,,,ph:+1-877-483-2448,mike@techguy.org;show@techguy.org;welcome@techguy.org;donate@techguy.org;contact@techguy.org;press@techguy.org,,,,,facebook.com/techguy.org,,,,,,,,,,,Waynesboro,PA,17268,US,2023-03-22,2023-11-14,2001-03-31,2024-01-08,,Top 500k,Top 500k,-,-
velonews.com,velonews.com,$2000,,100000.0,0.0,0,VeloNews,Business And Industrial,13935.0,24830,23427,93100,,,,,,ph:+1-303-444-6788;+1-800-888-6700;+1-800-336-5653;+1-858-768-6776,webletters@velonews.com;spowlison@velonews.com;fdreier@velonews.com,,twitter.com/velonews,,,facebook.com/velonewsmagazine,,,,,instagram.com/velonews,,,youtube.com/user/velonews,N/A - Founder - noemail,,Boulder,CO,80301,US,2016-11-22,2023-12-28,2002-01-23,2024-01-02,,-,Top 200k,-,-
myheartbeets.com,myheartbeets.com,$500,,1000.0,0.0,0,My Heart Beets,Food And Drink,13979.0,435222,172641,290916,,,,,,ph:,ashley@myheartbeets.com,,twitter.com/myheartbeets,,,facebook.com/myheartbeets,,,pinterest.com/myheartbeets,,instagram.com/myheartbeets,,,youtube.com/user/myheartbeets,,,,,,,2016-06-23,2023-12-24,2013-09-05,2024-01-01,,Top 500k,Top 500k,-,-
trippy.com,trippy.com,$1000,,20000.0,0.0,0,Trippy Inc,Travel,13985.0,426209,136442,227533,,,,,,ph:+1-310-878-0087;+1-252-227-7013;+1-312-772-5833,no-reply@trippy.com;support@trippy.com;privacy@trippy.com;copyright@trippy.com;feedback@trippy.com,,twitter.com/usetrippy,,,facebook.com/usetrippy,,,pinterest.com/usetrippy,,instagram.com/usetrippy,,,,N/A - Other - noemail; N/A - Csuite - noemail,,Far Rockaway,NY,11693,US,2019-11-20,2023-11-03,2008-10-20,2024-01-02,,Top 500k,Top 200k,-,California CCPA
homeschoolmath.net,homeschoolmath.net,$100,,0.0,0.0,0,,Education,14004.0,74631,86798,102693,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2020-06-01,2023-11-03,2003-02-10,2024-01-06,,Top 500k,Top 500k,-,-
prosettings.net,prosettings.net,$10,,2000.0,0.0,0,ProSettings.net,Technology And Computing,14007.0,1261113,151032,81330,,,,,,ph:,admin@prosettings.net;contact@prosettings.net,,twitter.com/prosettings,,,,,,,,,,,,,,Haltern am See,NW,45721,DE,2020-10-02,2023-11-24,2016-08-22,2024-01-04,,Top 50k,Top 100k,-,GDPR Germany
lucianne.com,lucianne.com,$100,$11653,0.0,0.0,0,Lucianne.com Media Inc,Law  Govt And Politics,14013.0,1178492,133343,85748,,,,,,ph:,lucianne@lucianne.com,,,,,,,,,,,,,,N/A - Other - noemail; N/A - President - noemail,,Cliffside Park,NJ,07010,US,2019-09-19,2023-10-17,2001-10-01,2023-12-31,,Top 50m,Top 100k,-,-
pepperscale.com,pepperscale.com,$250,,2000.0,0.0,0,PepperScale,Food And Drink,14014.0,417294,208401,210036,,,,,,ph:,,,twitter.com/pepperscale,,,facebook.com/pepperscale,linkedin.com/company/pepperscale,,pinterest.com/pepperscale,,instagram.com/pepperscale,,,,N/A - Founder - noemail,,,,,,2016-09-09,2023-12-31,2013-09-15,2024-01-02,,Top 500k,Top 500k,-,-
grabien.com,news.grabien.com;lists.grabien.com,$250,,5000.0,1.0,0,Grabien Inc,Technology And Computing,14049.0,30653,47972,220972,,,,,,ph:,tips@grabien.com;info@grabien.com;press@grabien.com;support@grabien.com;tech@grabien.com,,twitter.com/grabienmedia,,,facebook.com/grabien,linkedin.com/company/grabien-inc-,,,,instagram.com/grabien_news,,,youtube.com/user/grabienmedia,N/A - Founder - noemail,,Miami,FL,33132,US,2018-07-11,2023-12-24,2012-11-05,2024-01-08,,Top 1m,Top 200k,-,-
budgettravel.com,budgettravel.com,$2000,$22990,200000.0,0.0,0,Budget Travel LLC,Travel,14071.0,423480,24647,Outside Top 1m,,,,,,ph:+1-916-445-1254;+1-615-472-1643;+1-800-952-5210;+1-714-781-3463,info@budgettravel.com;contactus@budgettravel.com,,twitter.com/budgettravel,,,facebook.com/budgettravelmagazine,,,pinterest.com/budgettravel,,instagram.com/budgettravel,,,,,,Franklin,TN,37064,US,2023-06-03,2023-12-28,2004-10-11,2024-01-08,Amplience,Top 5m,Top 500k,-,California CCPA
metro.us,metro.us,$2000,,5000.0,10.0,0,Metro US,Art And Entertainment,14151.0,14693,5802,148358,,,,,,ph:+1-212-457-7735;+1-617-338-1257;+1-212-457-7790;+1-800-669-9777;+1-215-717-2600;+1-718-260-2500,advertising@metro.us;newyorkclassifieds@metro.us;letters@metro.us;distribution@metro.us;newyorkclassfieds@metro.us;evan.macy@metro.us;matthew.burke@metro.us;tina.chadha@metro.us;chester.soria@metro.us;alicia.russo@metro.us;sam.newhouse@metro.us;jennifer.lydon@metro.us;valerie.donato@metro.us;david.williams@metro.us;mark.bonanni@metro.us;spencer.buell@metro.us;matt.prigge@metro.us;susan.peiffer@metro.us;michael.naughton@metro.us;maja.lundrager@metro.us;onlinepolicy@metro.us;aletters@metro.us;adistribution@metro.us;adsphilly@metro.us;adsboston@metro.us;pressrelease@metro.us;events@metro.us,,twitter.com/metrobos,,,facebook.com/metroboston,linkedin.com/company/metro-us,,,,instagram.com/metrophilly,,,,N/A - Director - n/a@metro.us; N/A - President - n/a@metro.us,,Brooklyn,NY,11201,US,2018-05-13,2023-10-24,2004-05-17,2024-01-06,,Top 5m,Top 200k,-,-
chewoutloud.com,chewoutloud.com,$500,$17895,5000.0,0.0,0,Chew Out Loud,Food And Drink,14160.0,419003,100110,218529,,,,,,ph:,,,twitter.com/chewoutloud,,,facebook.com/chewoutloud,,,pinterest.com/chewoutloud,,instagram.com/chewoutloud,,,,,,Telferner,TX,77988,US,2017-06-26,2023-12-31,2012-07-20,2024-01-06,Shopify,Top 500k,Top 200k,-,-
q985online.com,q985online.com,$500,,0.0,0.0,0,Rockford's New Country Q98.5,Art And Entertainment,14162.0,679731,586388,Outside Top 1m,,,,,,ph:+1-815-399-2233;+1-815-229-0985;+1-815-235-0985;+1-203-861-0900;+1-833-643-0467,equest@q985online.com,,twitter.com/q985online,,,,,,,,instagram.com/q98.5,,,,N/A - Director - noemail,,Rockford,IL,61107,US,2017-06-16,2023-11-03,2009-01-12,2024-01-02,,Top 5m,-,-,-
almarsguides.com,almarsguides.com,$500,,0.0,0.0,0,,Travel,14187.0,674612,515701,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,youtube.com/user/almarwinfield,,,,,,,2019-08-29,2023-11-03,2008-10-04,2023-12-31,,Top 500k,Top 500k,-,-
intmath.com,intmath.com,$500,,0.0,0.0,0,Interactive Mathematics,Education,14220.0,11787,75725,221924,,,,,,ph:,mbourne@intmath.com,,,,,,,,,,,,,,,,Bristol,RI,02809,US,2020-04-29,2023-11-03,2005-04-24,2023-12-31,,Top 500k,Top 500k,-,-
holiday-weather.com,holiday-weather.com,$1000,,250.0,0.0,0,Holiday Weather,Travel,14244.0,421131,51188,Outside Top 1m,,,,,,ph:+44-77-14988451;+44-1273-737676,,,twitter.com/weatherholiday,,,facebook.com/holidayweather,,,,,,,,,,,East Sussex,UK,BN3,GB,2022-01-28,2023-12-03,2004-10-14,2024-01-02,,Top 100k,Top 200k,-,GDPR United Kingdom
diyideacenter.com,diyideacenter.com,$1000,$85023,250.0,0.0,0,Prime Publishing LLC,Home And Garden,14249.0,1144166,963660,104754,,,,,,ph:+1-847-513-6099;+1-916-445-1254;+1-800-952-5210,,,twitter.com/DIYIdeaCenter,,,facebook.com/diyideacenter,,,pinterest.com/diyideacenter,,,,,,,,Northbrook,IL,60062,US,2020-02-06,2023-09-24,2015-06-01,2024-01-06,,Top 1m,Top 200k,-,-
kitv.com,kitv.com,$2000,$600597,20000.0,0.0,0,Kitv4abc,Technology And Computing,14263.0,23351,10156,102882,,,,,,ph:+1-212-887-6817;+1-808-535-0400;+1-808-535-0245;+1-470-355-1944,cmead@kitv.com;info@kitv.com;mdarrah@kitv.com;ltolentino@kitv.com;jdawson@kitv.com;pyoung@kitv.com;bawa@kitv.com;jkuramoto@kitv.com;ctran@kitv.com;jfujioka@kitv.com;pakana@kitv.com;jleong@kitv.com;mmcdonnell@kitv.com;kitv@kitv.com;gaeth@kitv.com;ulocal@kitv.com;knabarro@kitv.com;elwell@kitv.com;dallgire@kitv.com;dhuff@kitv.com;kperreira@kitv.com;elarson@kitv.com;mmiyashima@kitv.com;lschweizer@kitv.com;pdrewes@kitv.com;dako@kitv.com;lfukano@kitv.com;tworley@kitv.com;mgonzales@kitv.com;lkaholokula@kitv.com;news@kitv.com;sspear@kitv.com;schang@kitv.com;dsakamoto@kitv.com,,twitter.com/kitv4,,,facebook.com/kitv4,,,,,instagram.com/kitv4,,,,,,Honolulu,HI,96813,US,2019-10-12,2023-12-28,2000-02-28,2024-01-07,,Top 500k,Top 500k,-,-
petguide.com,petguide.com,$50,,5000.0,0.0,0,Petguide,Pets,14290.0,409822,46881,136727,,,,,,ph:+1-416-341-8950,atokic@petguide.com,,twitter.com/petguidetweets,,,facebook.com/petguidepage,,,pinterest.com/petguidepics,,instagram.com/petguide,,,,N/A - President - noemail; N/A - Founder - noemail,,Freeburg,PA,17827,US,2022-03-04,2023-12-03,2013-03-19,2024-01-08,,Top 1m,Top 100k,-,-
netsdaily.com,netsdaily.com,$2000,,20000.0,0.0,0,Vox Media LLC,Sports,14310.0,406413,60861,196125,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,twitter.com/netsdaily,,,,,,,,,,,,N/A - Director - noemail; N/A - President - noemail,,Washington,DC,20036,US,2016-11-09,2023-12-28,2002-05-29,2024-01-06,,Top 500k,Top 500k,-,-
codycrossanswers.org,codycrossanswers.org,$0,,0.0,0.0,0,,Travel,14323.0,5896140,984487,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2018-05-07,2023-09-30,2017-10-05,2023-12-24,,Top 50k,Top 500k,-,-
buckys5thquarter.com,buckys5thquarter.com,$2000,,0.0,0.0,0,Vox Media LLC,Sports,14390.0,440181,138082,Outside Top 1m,,,,,,ph:+1-202-591-1140;+1-800-522-4700,,,,,,,,,,,,,,,,,Wayland,MI,49348,US,2016-11-02,2023-12-28,2009-02-22,2024-01-06,,Top 500k,Top 500k,-,-
thedatingdivas.com,thedatingdivas.com,$1000,,10000.0,0.0,0,The Dating Divas,Technology And Computing,14402.0,415942,50755,119989,,,,,,ph:,ferren@thedatingdivas.com;sarina@thedatingdivas.com;becca@thedatingdivas.com;nisha@thedatingdivas.com;michelle@thedatingdivas.com;ferret@thedatingdivas.com;deardivas@thedatingdivas.com;kristen@thedatingdivas.com;tara@thedatingdivas.com;kiirsten@thedatingdivas.com;bridget@thedatingdivas.com;kari@thedatingdivas.com;wendy@thedatingdivas.com;stephanie@thedatingdivas.com;applicants@thedatingdivas.com;robin@thedatingdivas.com;divas@thedatingdivas.com;heatherlee@thedatingdivas.com;affiliateteam@thedatingdivas.com,,twitter.com/datingdivas,,,facebook.com/thedatingdivas,,,pinterest.com/thedatingdivas,,instagram.com/datingdivas,,,youtube.com/user/datingdivaswebsite,N/A - Director - n/a@thedatingdivas.com; N/A - Manager - n/a@thedatingdivas.com,,Parker,CO,80134,US,2016-03-16,2023-11-03,2011-01-05,2024-01-02,,Top 500k,Top 200k,-,-
kgab.com,kgab.com,$500,,1000.0,0.0,0,KGAB,Technology And Computing,14443.0,38693,197365,Outside Top 1m,,,,,,ph:+1-307-632-4400;+1-203-861-0900;+1-307-632-6500;+1-833-643-0467,,,twitter.com/kgabradio,,,facebook.com/kgabradio,,,,,instagram.com/kgab650am,,,youtube.com/user/kgab650am,N/A - Director - noemail,,Cheyenne,WY,82001,US,2017-06-10,2023-11-03,2000-04-25,2024-01-05,,Top 500k,Top 500k,-,-
thatoregonlife.com,thatoregonlife.com,$500,,2000.0,0.0,157,That Oregon Life,Travel,14475.0,418742,314868,116713,,,,,,ph:+1-503-960-0544;+1-503-498-8184,info@thatoregonlife.com;tyler@thatoregonlife.com,,twitter.com/thatoregonlife,,,facebook.com/thatoregonlife,,,pinterest.com/thatoregonlife,,instagram.com/thatoregonlife,,,,,,Springfield,OR,97475,US,2021-11-02,2023-11-11,2014-01-11,2024-01-05,WooCommerce Checkout,Top 500k,Top 500k,-,-
thehappychickencoop.com,thehappychickencoop.com,$500,,50.0,0.0,0,The Happy Chicken Coop,Travel,14533.0,420709,279432,Outside Top 1m,,,,,,ph:,contact@thehappychickencoop.com,,,,,facebook.com/thehappychickencoop,,,,,instagram.com/thehappychickencoop,,,,,,Ann Arbor,MI,48104,US,2017-08-14,2023-12-24,2015-05-11,2023-12-30,WooCommerce Checkout,Top 500k,Top 500k,-,-
simplyscratch.com,simplyscratch.com,$500,,2000.0,0.0,0,Simply Scratch Design Purr,Food And Drink,14538.0,30404,109421,211316,,,,,,ph:,,,twitter.com/simply_scratch,,,facebook.com/simplyscratch,,,,,instagram.com/simply_scratch,,,,,,Grosse Pointe,MI,48236,US,2016-06-29,2023-12-20,2008-04-13,2023-12-31,,Top 500k,Top 500k,-,-
teambrg.com,teambrg.com,$0,,0.0,0.0,0,,Travel,14546.0,4174014,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,twitter.com/teambarag,,,facebook.com/teambrg,,,,,,,,,,,,,,,2016-04-06,2023-12-20,2015-01-27,2023-12-24,,Top 5m,-,-,-
pets4homes.co.uk,pets4homes.co.uk,$1000,,5000.0,0.0,0,Pets4Homes.co.uk Pet Media Ltd,Pets,14577.0,409600,58449,96470,,,,,,ph:,,,twitter.com/pets4homes,,,facebook.com/pets4homes,,,,,,,,,,,Middlesbrough,CLEV,TS4,GB,2020-04-09,2023-12-31,2006-01-09,2024-01-06,,Top 50k,Top 50k,-,GDPR United Kingdom
whatfontis.com,whatfontis.com,$500,,250.0,0.0,0,What Font is,Technology And Computing,14578.0,22942,64307,94979,,,,,,ph:+1-559-206-0202,,,twitter.com/whatfontis,,,facebook.com/whatfontis,,,,,,,,,,,Mountain View,CA,94043,US,2023-09-02,2023-11-03,2010-10-01,2024-01-04,,Top 50k,Top 100k,-,California CCPA
puppyleaks.com,puppyleaks.com,$100,,5000.0,0.0,0,Puppy Leaks,Pets,14658.0,416211,144852,Outside Top 1m,,,,,,ph:,jen@puppyleaks.com;admin@puppyleaks.com,,twitter.com/puppyleak,,,,,,pinterest.com/puppyleaks,,,,,,,,,,,,2016-05-25,2023-12-20,2014-09-10,2023-12-31,,Top 1m,-,-,-
theshabbycreekcottage.com,theshabbycreekcottage.com,$250,,5000.0,0.0,0,The Shabby Creek Cottage,Hobbies And Interests,14682.0,46842,84879,Outside Top 1m,,,,,,ph:,gina@theshabbycreekcottage.com,,twitter.com/shabbycreek,,,facebook.com/theshabbycreekcottage,,,pinterest.com/shabbycreek,,instagram.com/shabbycreek,,,,N/A - Other - noemail,,,,,,2016-04-20,2023-12-24,2011-09-11,2024-01-07,,Top 5m,-,-,-
